raw_content,content
Gua kmarin blng ke ema gua klo mau diet jadi porsi makan di kurangin ema gua malah cramah klo kurus jelek kaya gk dikasih makan aja badan gua udah pas karna tinggi jadi gk kliatan gendut kata ema gua. Tpi emng gua ank nya dablek kgk dengerin gua tetep makan dikit wkwkw,Gua kmarin blng ke ema gua klo mau diet jadi porsi makan di kurangin ema gua malah cramah klo kurus jelek kaya gk dikasih makan aja badan gua udah pas karna tinggi jadi gk kliatan gendut kata ema gua. Tpi emng gua ank nya dablek kgk dengerin gua tetep makan dikit wkwkw
"Mike Lee knows better of course, but he also knows his fans are idiots and he plays them the hits they want. Pretty sure Greta thinks it’s legit though. https://t.co/VR0STu6C3s","Mike Lee knows better of course, but he also knows his fans are idiots and he plays them the hits they want. Pretty sure Greta thinks it’s legit though."
help repost? maaci! hai semuanya tolong ospek 3 anak baru yang nantinya akan aku sell sebagai template layout yaaa! ️ jika sekiranya gak aman dm aku ya! ️ #zonauang https://t.co/wHcBzMbBlQ,help repost? maaci! hai semuanya tolong ospek 3 anak baru yang nantinya akan aku sell sebagai template layout yaaa! ️ jika sekiranya gak aman dm aku ya! ️ #zonauang
Kenapa ya standar kegantengan dan kecantikan harus putih?!  Kalau kulitnya coklat sibuk ngatain aura maghrib! Zzzzz,Kenapa ya standar kegantengan dan kecantikan harus putih?! Kalau kulitnya coklat sibuk ngatain aura maghrib! Zzzzz
@idextratime alay norak jamet fomo tolol dongo bodoh goblok dumbass,alay norak jamet fomo tolol dongo bodoh goblok dumbass
"bawaan dr lahir ga si, udh jelek sok ganteng pft","bawaan dr lahir ga si, udh jelek sok ganteng pft"
Testunggg #zonauang,Testunggg #zonauang
ngelatih mental kok ospek jadi anak pertama lah.,ngelatih mental kok ospek jadi anak pertama lah.
@dul_kangidul @msaid_didu Ini hrs dikembalikan jd tukang gojek saja brengsek bangsat bikin rusak negara ini..ga mikir dikasih 2 periode lagi gonggong goblok dungu bego..tai lu..,@msaid_didu Ini hrs dikembalikan jd tukang gojek saja brengsek bangsat bikin rusak negara ini..ga mikir dikasih 2 periode lagi gonggong goblok dungu bego..tai lu..
@_crismunandar anjay sok ganteng ngono cing 🤣,anjay sok ganteng ngono cing 🤣
"yap be smart dude come on, jgn nyalahin lapangan walaupun iya bener lapangannya jelek banget sumpah  but at least timnas kita udah main cakep kok  stop cari2 kambing hitam","yap be smart dude come on, jgn nyalahin lapangan walaupun iya bener lapangannya jelek banget sumpah but at least timnas kita udah main cakep kok stop cari2 kambing hitam"
• Jelek di bully • miskin di bully • cupu di bully  • bodoh di bully • Wibu di bully • K-popers di bully   HEY DAKI PUSER. emang lu sesempurna apa HAH,• Jelek di bully • miskin di bully • cupu di bully • bodoh di bully • Wibu di bully • K-popers di bully HEY DAKI PUSER. emang lu sesempurna apa HAH
"Smp dibully soalnya jelek+wibu koreabu, sma dibully (awal awal kelas 1) so no, seruan kuliah lol","Smp dibully soalnya jelek+wibu koreabu, sma dibully (awal awal kelas 1) so no, seruan kuliah lol"
"@Warnilisssn Tolol, bego, dongo, goblok, bloon. Pandir. Dungu, OTAK DIKIT.  Watak Gembel.   (Koment ini akan di cupture kaum OD  sesama kaum elu).  Ga ada masalah karna itu mmg fakta.","Tolol, bego, dongo, goblok, bloon. Pandir. Dungu, OTAK DIKIT. Watak Gembel. (Koment ini akan di cupture kaum OD sesama kaum elu). Ga ada masalah karna itu mmg fakta."
"Negara hobi Ospek: - Masuk SMP? Ospek, - Masuk SMA? Ospek, - Masuk kampus S1? Ospek, - Jadi PNS? Ospek, - Jadi pegawai BUMN? Ospek, - Mau berangkat ke LN dapet beasiswa? Ospek, - Karir PNS naik? Ospek.  Namanya doang yang beda: MOS, Prajab, PK, dll. Intinya Ospek.","Negara hobi Ospek: - Masuk SMP? Ospek, - Masuk SMA? Ospek, - Masuk kampus S1? Ospek, - Jadi PNS? Ospek, - Jadi pegawai BUMN? Ospek, - Mau berangkat ke LN dapet beasiswa? Ospek, - Karir PNS naik? Ospek. Namanya doang yang beda: MOS, Prajab, PK, dll. Intinya Ospek."
"cape x aku wak chattingan sm org goblok, dungu","cape x aku wak chattingan sm org goblok, dungu"
@heyooelii Mau nambahin. Adek i dulu dikatain dekil hitam dan ga bisa jadi pramugari sama tante. Sekarang dia udah bolak balik keluar negeri nganterin tur dan glow up eksotis. I pround of her. Eh anaknya tante yang sulit betul masuk ptn (karena banyak maunya),Mau nambahin. Adek i dulu dikatain dekil hitam dan ga bisa jadi pramugari sama tante. Sekarang dia udah bolak balik keluar negeri nganterin tur dan glow up eksotis. I pround of her. Eh anaknya tante yang sulit betul masuk ptn (karena banyak maunya)
SPOILER ARC SELANJUTNYA D'Asep vs OSPEK https://t.co/zhwXicOEmq,SPOILER ARC SELANJUTNYA D'Asep vs OSPEK
Dis! Tiada yang salah hanya aku manusia bodoh~ https://t.co/xqyH7BXHlz,Dis! Tiada yang salah hanya aku manusia bodoh~
"Diledek mah kalo lu anak sekolahan terus lu culun.   Lah ini ketua organisasi gedongan terus ngurus tambang mah bukan diledekin, tapi dibilangin kalo lu tuh oportunis.","Diledek mah kalo lu anak sekolahan terus lu culun. Lah ini ketua organisasi gedongan terus ngurus tambang mah bukan diledekin, tapi dibilangin kalo lu tuh oportunis."
"PSSI jajaki kerja sama dengan platform media sosial dalam memerangi aksi perundungan dan komentar bernada rasisme. Mulai dari TikTok, Instagram, hingga Youtube. https://t.co/oOJKKJJEmV","PSSI jajaki kerja sama dengan platform media sosial dalam memerangi aksi perundungan dan komentar bernada rasisme. Mulai dari TikTok, Instagram, hingga Youtube."
@shda_agatha_ @msaid_didu Bodoh,@msaid_didu Bodoh
"[TRANS] 🐼 210621  OP: Kak Jihoon kamu pas ini kamu mikirin apa??  🐼: Mikirin Treasure Maker ku dong,,, Karena aku adalah si bodoh yang hanya mengenal Teume .. 🥲  @treasuremembers https://t.co/gaCQe7QhXU","[TRANS] 🐼 210621 OP: Kak Jihoon kamu pas ini kamu mikirin apa?? 🐼: Mikirin Treasure Maker ku dong,,, Karena aku adalah si bodoh yang hanya mengenal Teume .. 🥲 https://t.co/gaCQe7QhXU"
@veautiful_taet red flag bgt cw jangan mau dah jelek kurus pendek ga berpendidikan kerja resign terus suka kaku depan cw ga bisa dipercaya cw buktinya banyak di ghosting kuper masa depan uda keliatan gelapnya. cmiw,red flag bgt cw jangan mau dah jelek kurus pendek ga berpendidikan kerja resign terus suka kaku depan cw ga bisa dipercaya cw buktinya banyak di ghosting kuper masa depan uda keliatan gelapnya. cmiw
bodoh,bodoh
"Kasat Binmas Polres Merauke Sosialisasi Dampak Perundungan/Bullying Bagi Remaja di Dunia Pendidikan  Pada Sabtu (25/05) pagi, Kasat Binmas Polres Merauke, AKP Makruf Suroto, menggelar sosialisasi penting mengenai dampak perundungan (bullying) bagi remaja di dunia pendidikan. https://t.co/jbR5HqNWY2","Kasat Binmas Polres Merauke Sosialisasi Dampak Perundungan/Bullying Bagi Remaja di Dunia Pendidikan Pada Sabtu (25/05) pagi, Kasat Binmas Polres Merauke, AKP Makruf Suroto, menggelar sosialisasi penting mengenai dampak perundungan (bullying) bagi remaja di dunia pendidikan."
Damnn emang iya bener kata nenek moyang jangan bedebat ama org bodoh,Damnn emang iya bener kata nenek moyang jangan bedebat ama org bodoh
ㅤ ㅤㅤㅤㅤ ㅤ halo teman teman! selamat ya karena kita udah jadi mahasiswa baru. selamat menjalani ospek yaa semoga lancar lancaar semangat terus dan jangan lupa tetep jaga kesehatan okeey? @kjarinayoo ㅤㅤㅤㅤ ㅤ https://t.co/xkDmFQsW9k,ㅤ ㅤㅤㅤㅤ ㅤ halo teman teman! selamat ya karena kita udah jadi mahasiswa baru. selamat menjalani ospek yaa semoga lancar lancaar semangat terus dan jangan lupa tetep jaga kesehatan okeey? ㅤㅤㅤㅤ ㅤ
Little me             Big me  Dulu aura subuh sekarang aura maghrib aura kipak pesona sawo matang haha https://t.co/DiKe6zvL6S,Little me Big me Dulu aura subuh sekarang aura maghrib aura kipak pesona sawo matang haha
"Mobil pengangkut soundsystem ga bisa lewat,tembok milik warga di hancurkan https://t.co/SytUux2KM5","Mobil pengangkut soundsystem ga bisa lewat,tembok milik warga di hancurkan"
"TW// pelecehan seksual, syaiful jamil  ""Sebenarnya bukan pencabulan, penghisapan""  Dan diketawain bareng-bareng, najis sirkel enabler dan fans tolol https://t.co/pU7NJy4bIC","TW// pelecehan seksual, syaiful jamil ""Sebenarnya bukan pencabulan, penghisapan"" Dan diketawain bareng-bareng, najis sirkel enabler dan fans tolol"
"Ku kira cupu, Ternyata suhu.  Wajahnya memang sendu, Tapi pengalaman, boleh di adu.  Apakah itu kamu? Jangan merasa dunia berporos pada dirimu!!!  Terima kasih sudah menemani, Meski sepihak kau akhiri.  Dan tak ku pungkiri, Bahwa ku terluka lagi.  Disadur dari  Bungkus onigiri. https://t.co/tl93z0DGCa","Ku kira cupu, Ternyata suhu. Wajahnya memang sendu, Tapi pengalaman, boleh di adu. Apakah itu kamu? Jangan merasa dunia berporos pada dirimu!!! Terima kasih sudah menemani, Meski sepihak kau akhiri. Dan tak ku pungkiri, Bahwa ku terluka lagi. Disadur dari Bungkus onigiri."
"Kak Putaaaa's turn!!!  you look: ekstrovert actually: kadang sih wkwk  you are: 23rd/24th? actually: 24   you seem: 166 cm actually: 176😭  status: single, sedang mencari suami ☝😎 actually: betcul wkwkk  from: jelas barudak well, bandung! actually: lebih ke anak culun ajah","Kak Putaaaa's turn!!! you look: ekstrovert actually: kadang sih wkwk you are: 23rd/24th? actually: 24 you seem: 166 cm actually: 176😭 status: single, sedang mencari suami ☝😎 actually: betcul wkwkk from: jelas barudak well, bandung! actually: lebih ke anak culun ajah"
@aethelwines Bodoh sih jatohnya Dulu aku pernah diselingkuhin tapi bodohnya aku maafin aja soalnya aku percaya dia gak ngulangin lg. Terus sebenernya jg sebelum ketauan jg dari awal dia udah toxic manipulatif playing victim guilt trip intinya toxic traits dia makan semua : ,Bodoh sih jatohnya Dulu aku pernah diselingkuhin tapi bodohnya aku maafin aja soalnya aku percaya dia gak ngulangin lg. Terus sebenernya jg sebelum ketauan jg dari awal dia udah toxic manipulatif playing victim guilt trip intinya toxic traits dia makan semua :
"Di tiktok aja udah emosi banget gue liat konten tolol begini, malah dibawa ke base hahahahaha goblok sendernya https://t.co/2WA70Sxi18","Di tiktok aja udah emosi banget gue liat konten tolol begini, malah dibawa ke base hahahahaha goblok sendernya"
Jujur itu penting. https://t.co/dKfgRuM4WS,Jujur itu penting.
"interaksi dan repost akan sangat berarti💓  heyo semuanya, bolehkah aku meminta bantuannya untuk ospek anak anak baru ku ini🥺 apakah sudah aman? Jika ada kesamaan yang tidak aku sengaja dengan BA lain tolong DM aku baik baik yaa! Terimakasih🫶🏻✨  #zonauang https://t.co/TfX6A5M873","interaksi dan repost akan sangat berarti💓 heyo semuanya, bolehkah aku meminta bantuannya untuk ospek anak anak baru ku ini🥺 apakah sudah aman? Jika ada kesamaan yang tidak aku sengaja dengan BA lain tolong DM aku baik baik yaa! Terimakasih🫶🏻✨ #zonauang"
@tanyakanrl Another cowo jelek berulah. Yang cakep dan kurus juga ogah punya cowo jelek kek lu sih,Another cowo jelek berulah. Yang cakep dan kurus juga ogah punya cowo jelek kek lu sih
Kecil. Kurus. Miring. Jelek.,Kecil. Kurus. Miring. Jelek.
"Yang kaya gini diharapkan ngerti asam folat, pre-eclampsia, frekuensi USG, rumput fatimah? Yang kaya gini diharapkan ngerti IMD, pelekatan, kolostrum, PPD, mekonium?  Bodo amat dibilang mom shaming apapun, emang orang tolol kaya gini ga pantes punya anak.","Yang kaya gini diharapkan ngerti asam folat, pre-eclampsia, frekuensi USG, rumput fatimah? Yang kaya gini diharapkan ngerti IMD, pelekatan, kolostrum, PPD, mekonium? Bodo amat dibilang mom shaming apapun, emang orang tolol kaya gini ga pantes punya anak."
Kalau ada tweet bodoh yang tidak dirujak kemungkinan besar dia udah blokir akun-akun yang kemungkinan kontra sama dia. Ada? banyak. Justru w rispek sama Yogi Hanyur Budi dan akun-akun kritis lainnya yang punya track record block orang yang bertentangan minim.,Kalau ada tweet bodoh yang tidak dirujak kemungkinan besar dia udah blokir akun-akun yang kemungkinan kontra sama dia. Ada? banyak. Justru w rispek sama Yogi Hanyur Budi dan akun-akun kritis lainnya yang punya track record block orang yang bertentangan minim.
@gisellesvpa @youpnjung @tiramixcu @kawrinayoo @tinpy @vcanilIa @duchkess @Seuugwan HAY PARA PEJUANG OSPEK CICI  IYAA KAMU 🫵🩷  TERIMA KASIH SUDAH MELAKSANAKAN OSPEK CICI DENGAN BAIK DAN DENGAN PERASAAN YANG BAIK DAN BAHAGIA JUGA!! MAKASIH BANYAM SUDAH BERJUANG HARI INI  KAMU KEREN KAMU CANTIK  AKU SANGATT BANGGA PADAMUU!!!   LOPYU SOMAT!! Ni bwatmue  @Rorag https://t.co/GjLzMoL6xm,@youpnjung @kawrinayoo @vcanilIa @Seuugwan HAY PARA PEJUANG OSPEK CICI IYAA KAMU 🫵🩷 TERIMA KASIH SUDAH MELAKSANAKAN OSPEK CICI DENGAN BAIK DAN DENGAN PERASAAN YANG BAIK DAN BAHAGIA JUGA!! MAKASIH BANYAM SUDAH BERJUANG HARI INI KAMU KEREN KAMU CANTIK AKU SANGATT BANGGA PADAMUU!!! LOPYU SOMAT!! Ni bwatmue https://t.co/GjLzMoL6xm
"@ub_mfs awal agustus, biar ada waktu meet up, cari perlengkapan ospek dan ngapalin daerah","awal agustus, biar ada waktu meet up, cari perlengkapan ospek dan ngapalin daerah"
"#KrowThornes juga jago menjajakan jualan danus kepanitiaan. Dia jual ke temen, ke kating, ke maba. Pokoknya tahu-tahu, uang udah kekumpul aja gitu. Pas acara ospek digelar, konsumsi pun udah lengkap, tinggal ambil.","#KrowThornes juga jago menjajakan jualan danus kepanitiaan. Dia jual ke temen, ke kating, ke maba. Pokoknya tahu-tahu, uang udah kekumpul aja gitu. Pas acara ospek digelar, konsumsi pun udah lengkap, tinggal ambil."
cupu bgt beraninya bikin nangis,cupu bgt beraninya bikin nangis
@mhuseinali Kalau saya sering mabar Age of Empires tapi sama-sama bodoh di leadership dengan teman saya itu gimana mas,Kalau saya sering mabar Age of Empires tapi sama-sama bodoh di leadership dengan teman saya itu gimana mas
"@ub_mfs lu makeup-an jg mau bangun jam berapa? ospek tu bukannya berangkat pagi bgt ya?? jam 5 dah kalo ga salah, itu pun harus udh di kampus. trus siap²nya mulai jam berapa? lagiann ntarr bakal sehariann beraktivitas, sayang makeup-nya tauu. drpd makeup lu longsor trs makin jelek","lu makeup-an jg mau bangun jam berapa? ospek tu bukannya berangkat pagi bgt ya?? jam 5 dah kalo ga salah, itu pun harus udh di kampus. trus siap²nya mulai jam berapa? lagiann ntarr bakal sehariann beraktivitas, sayang makeup-nya tauu. drpd makeup lu longsor trs makin jelek"
@ub_mfs awal agustus biar ada waktu meet up cari perlengkapan ospek dan ngapalin daerah,awal agustus biar ada waktu meet up cari perlengkapan ospek dan ngapalin daerah
"Jokowi memanfaatkan kamera untuk akting? Kode keras nih.   ""Ke Bandung mampir ke Jonggol,  Jangan jadi bajingan tolol.""  Karena yang bisa dapat makan gratis hanya yang berijazah, makanya saya kejar ijazah saya."" (RG)   #RezimBobrokPenuhDusta  #RezimBobrokPenuhDusta https://t.co/KBOERNCbau","Jokowi memanfaatkan kamera untuk akting? Kode keras nih. ""Ke Bandung mampir ke Jonggol, Jangan jadi bajingan tolol."" Karena yang bisa dapat makan gratis hanya yang berijazah, makanya saya kejar ijazah saya."" (RG) #RezimBobrokPenuhDusta #RezimBobrokPenuhDusta"
only an average wibu incel jelek behavior,only an average wibu incel jelek behavior
"@yezrims Halo semuanya selamat yaa udah jadi mahasiswa di cici semoga kalian betah terus yaaa, semangat untuk ospek nyaaaa❤❤❤❤ @kitveu @Rubywane @kenlinci @achyeoni  @Kayinl  @jviminyu @Rorag https://t.co/TAZ63JFeuL","Halo semuanya selamat yaa udah jadi mahasiswa di cici semoga kalian betah terus yaaa, semangat untuk ospek nyaaaa❤❤❤❤ @Rubywane @achyeoni @jviminyu https://t.co/TAZ63JFeuL"
ngga kurus gimana tiap hari tidur cuma 3-5 jam makan nasi dikurangi setengah dari 1 porsi. tambah jelek,ngga kurus gimana tiap hari tidur cuma 3-5 jam makan nasi dikurangi setengah dari 1 porsi. tambah jelek
DUNGU GOBLOK SET@NNN 😢😢,DUNGU GOBLOK SET@NNN 😢😢
Babu tolol kucingnya ga pernah dikasih makan sampe kurus. Akhirnya minta makan sama w. Untung mau makan bolt tp kadang suka minta dimsum 🤣 https://t.co/TYwa7XZGY6,Babu tolol kucingnya ga pernah dikasih makan sampe kurus. Akhirnya minta makan sama w. Untung mau makan bolt tp kadang suka minta dimsum 🤣
"Grogi anjing rambut begitu, tiap gerak ekspresi wajah entah jadi sangat songong atau sok ganteng. 😂","Grogi anjing rambut begitu, tiap gerak ekspresi wajah entah jadi sangat songong atau sok ganteng. 😂"
"mon mmaf unesa, ga brmksd judge  ospek kalian. tp kok yhh ga di sesuain aj sm keadaan pandemi gini malah manajemen konflik drama gini maksa dimasukin. bukannya takut malah dibikin guyonan sm maba kan tuh jadinya. dahal biasanya ospek offline aj kalo lg gini nunggu dosen gada dl😂 https://t.co/aGz8ld1isL","mon mmaf unesa, ga brmksd judge ospek kalian. tp kok yhh ga di sesuain aj sm keadaan pandemi gini malah manajemen konflik drama gini maksa dimasukin. bukannya takut malah dibikin guyonan sm maba kan tuh jadinya. dahal biasanya ospek offline aj kalo lg gini nunggu dosen gada dl😂"
@tanyarlfes Enggak B aja orang dia lebih jelek rupa dan attitude nya. Member BTS aja yang ganteng dan kaya raya selalu menyemangati perempuan lewat lagu-lagunya ga ada tuh jelek²in perempuan karena gemuk kurus atau ga cantik. :v,Enggak B aja orang dia lebih jelek rupa dan attitude nya. Member BTS aja yang ganteng dan kaya raya selalu menyemangati perempuan lewat lagu-lagunya ga ada tuh jelek²in perempuan karena gemuk kurus atau ga cantik. :v
@ahw0910 Pemikiran bodoh. Justru ke Indonesia lah! Biar org indonesia ga barat2an jejepangan dsb lagi. Ini dia pake bhs jp karena post di situs jepang. Nyari duit. Ibarat dia bikin pidio yutub pake english. Sasarannya pasar EN.,Pemikiran bodoh. Justru ke Indonesia lah! Biar org indonesia ga barat2an jejepangan dsb lagi. Ini dia pake bhs jp karena post di situs jepang. Nyari duit. Ibarat dia bikin pidio yutub pake english. Sasarannya pasar EN.
@sosmedkeras Ko bisa bebas gitu ya jogetnya,Ko bisa bebas gitu ya jogetnya
"Di kampung gw, demonstran masuk ke Carrefour karena terindikasi mendukung Israel. Lebih parah dari yang dilakukan ukhti2 itu kayaknya. Bedanya, gak ada orang kampungan yang nyuruh mereka ke Gaza hehe https://t.co/KRFDiI9mYt","Di kampung gw, demonstran masuk ke Carrefour karena terindikasi mendukung Israel. Lebih parah dari yang dilakukan ukhti2 itu kayaknya. Bedanya, gak ada orang kampungan yang nyuruh mereka ke Gaza hehe"
@nastarcheesecat Ilustrasi waluh di ospek https://t.co/ppWZZHEuuK,Ilustrasi waluh di ospek
"Di bilang FOMO ga mau tapi kelakuannya udah ga ketolong, lu pada ngapain tolol ngeganggu Mulu pemain timnas, sebenernya pendukung timnas apa peneror timnas dah, ga abis pikir 🤮","Di bilang FOMO ga mau tapi kelakuannya udah ga ketolong, lu pada ngapain tolol ngeganggu Mulu pemain timnas, sebenernya pendukung timnas apa peneror timnas dah, ga abis pikir 🤮"
